xmin	xmax	key	clickSelects	showSelected1	PANEL	group
9	10	9	9	72	2	-1
10	11	10	10	72	2	-1
11	12	11	11	72	2	-1
12	13	12	12	72	2	-1
13	14	13	13	72	2	-1
14	15	14	14	72	2	-1
15	16	15	15	72	2	-1
16	17	16	16	72	2	-1
17	18	17	17	72	2	-1
18	19	18	18	72	2	-1
19	20	19	19	72	2	-1
20	21	20	20	72	2	-1
21	22	21	21	72	2	-1
22	23	22	22	72	2	-1
23	24	23	23	72	2	-1
24	25	24	24	72	2	-1
25	26	25	25	72	2	-1
26	27	26	26	72	2	-1
27	28	27	27	72	2	-1
28	29	28	28	72	2	-1
29	30	29	29	72	2	-1
30	31	30	30	72	2	-1
31	32	31	31	72	2	-1
32	33	32	32	72	2	-1
33	34	33	33	72	2	-1
34	35	34	34	72	2	-1
35	36	35	35	72	2	-1
36	37	36	36	72	2	-1
37	38	37	37	72	2	-1
38	39	38	38	72	2	-1
39	40	39	39	72	2	-1
40	41	40	40	72	2	-1
41	42	41	41	72	2	-1
42	43	42	42	72	2	-1
43	44	43	43	72	2	-1
44	45	44	44	72	2	-1
45	46	45	45	72	2	-1
46	47	46	46	72	2	-1
47	48	47	47	72	2	-1
48	49	48	48	72	2	-1
49	50	49	49	72	2	-1
50	51	50	50	72	2	-1
51	52	51	51	72	2	-1
52	53	52	52	72	2	-1
53	54	53	53	72	2	-1
54	55	54	54	72	2	-1
55	56	55	55	72	2	-1
56	57	56	56	72	2	-1
57	58	57	57	72	2	-1
58	59	58	58	72	2	-1
59	60	59	59	72	2	-1
60	61	60	60	72	2	-1
61	62	61	61	72	2	-1
62	63	62	62	72	2	-1
63	64	63	63	72	2	-1
64	65	64	64	72	2	-1
65	66	65	65	72	2	-1
66	67	66	66	72	2	-1
67	68	67	67	72	2	-1
68	69	68	68	72	2	-1
69	70	69	69	72	2	-1
70	71	70	70	72	2	-1
71	72	71	71	72	2	-1
0	1	0	0	73	2	-1
1	2	1	1	73	2	-1
2	3	2	2	73	2	-1
3	4	3	3	73	2	-1
4	5	4	4	73	2	-1
5	6	5	5	73	2	-1
6	7	6	6	73	2	-1
7	8	7	7	73	2	-1
8	9	8	8	73	2	-1
9	10	9	9	73	2	-1
10	11	10	10	73	2	-1
11	12	11	11	73	2	-1
12	13	12	12	73	2	-1
13	14	13	13	73	2	-1
14	15	14	14	73	2	-1
15	16	15	15	73	2	-1
16	17	16	16	73	2	-1
17	18	17	17	73	2	-1
18	19	18	18	73	2	-1
19	20	19	19	73	2	-1
20	21	20	20	73	2	-1
21	22	21	21	73	2	-1
22	23	22	22	73	2	-1
23	24	23	23	73	2	-1
24	25	24	24	73	2	-1
25	26	25	25	73	2	-1
26	27	26	26	73	2	-1
27	28	27	27	73	2	-1
28	29	28	28	73	2	-1
29	30	29	29	73	2	-1
30	31	30	30	73	2	-1
31	32	31	31	73	2	-1
32	33	32	32	73	2	-1
33	34	33	33	73	2	-1
34	35	34	34	73	2	-1
35	36	35	35	73	2	-1
36	37	36	36	73	2	-1
37	38	37	37	73	2	-1
38	39	38	38	73	2	-1
39	40	39	39	73	2	-1
40	41	40	40	73	2	-1
41	42	41	41	73	2	-1
42	43	42	42	73	2	-1
43	44	43	43	73	2	-1
44	45	44	44	73	2	-1
45	46	45	45	73	2	-1
46	47	46	46	73	2	-1
47	48	47	47	73	2	-1
48	49	48	48	73	2	-1
49	50	49	49	73	2	-1
50	51	50	50	73	2	-1
51	52	51	51	73	2	-1
52	53	52	52	73	2	-1
53	54	53	53	73	2	-1
54	55	54	54	73	2	-1
55	56	55	55	73	2	-1
56	57	56	56	73	2	-1
57	58	57	57	73	2	-1
58	59	58	58	73	2	-1
59	60	59	59	73	2	-1
60	61	60	60	73	2	-1
61	62	61	61	73	2	-1
62	63	62	62	73	2	-1
63	64	63	63	73	2	-1
64	65	64	64	73	2	-1
65	66	65	65	73	2	-1
66	67	66	66	73	2	-1
67	68	67	67	73	2	-1
68	69	68	68	73	2	-1
69	70	69	69	73	2	-1
70	71	70	70	73	2	-1
71	72	71	71	73	2	-1
72	73	72	72	73	2	-1
0	1	0	0	74	2	-1
1	2	1	1	74	2	-1
2	3	2	2	74	2	-1
3	4	3	3	74	2	-1
4	5	4	4	74	2	-1
5	6	5	5	74	2	-1
6	7	6	6	74	2	-1
7	8	7	7	74	2	-1
8	9	8	8	74	2	-1
9	10	9	9	74	2	-1
10	11	10	10	74	2	-1
11	12	11	11	74	2	-1
12	13	12	12	74	2	-1
13	14	13	13	74	2	-1
14	15	14	14	74	2	-1
15	16	15	15	74	2	-1
16	17	16	16	74	2	-1
17	18	17	17	74	2	-1
18	19	18	18	74	2	-1
19	20	19	19	74	2	-1
20	21	20	20	74	2	-1
21	22	21	21	74	2	-1
22	23	22	22	74	2	-1
23	24	23	23	74	2	-1
24	25	24	24	74	2	-1
25	26	25	25	74	2	-1
26	27	26	26	74	2	-1
27	28	27	27	74	2	-1
28	29	28	28	74	2	-1
29	30	29	29	74	2	-1
30	31	30	30	74	2	-1
31	32	31	31	74	2	-1
32	33	32	32	74	2	-1
33	34	33	33	74	2	-1
34	35	34	34	74	2	-1
35	36	35	35	74	2	-1
36	37	36	36	74	2	-1
37	38	37	37	74	2	-1
38	39	38	38	74	2	-1
39	40	39	39	74	2	-1
40	41	40	40	74	2	-1
41	42	41	41	74	2	-1
42	43	42	42	74	2	-1
43	44	43	43	74	2	-1
44	45	44	44	74	2	-1
45	46	45	45	74	2	-1
46	47	46	46	74	2	-1
47	48	47	47	74	2	-1
48	49	48	48	74	2	-1
49	50	49	49	74	2	-1
50	51	50	50	74	2	-1
51	52	51	51	74	2	-1
52	53	52	52	74	2	-1
53	54	53	53	74	2	-1
54	55	54	54	74	2	-1
55	56	55	55	74	2	-1
56	57	56	56	74	2	-1
57	58	57	57	74	2	-1
58	59	58	58	74	2	-1
59	60	59	59	74	2	-1
60	61	60	60	74	2	-1
61	62	61	61	74	2	-1
62	63	62	62	74	2	-1
63	64	63	63	74	2	-1
64	65	64	64	74	2	-1
65	66	65	65	74	2	-1
66	67	66	66	74	2	-1
67	68	67	67	74	2	-1
68	69	68	68	74	2	-1
69	70	69	69	74	2	-1
70	71	70	70	74	2	-1
71	72	71	71	74	2	-1
72	73	72	72	74	2	-1
73	74	73	73	74	2	-1
0	1	0	0	75	2	-1
1	2	1	1	75	2	-1
2	3	2	2	75	2	-1
3	4	3	3	75	2	-1
4	5	4	4	75	2	-1
5	6	5	5	75	2	-1
6	7	6	6	75	2	-1
7	8	7	7	75	2	-1
8	9	8	8	75	2	-1
9	10	9	9	75	2	-1
10	11	10	10	75	2	-1
11	12	11	11	75	2	-1
12	13	12	12	75	2	-1
13	14	13	13	75	2	-1
14	15	14	14	75	2	-1
15	16	15	15	75	2	-1
16	17	16	16	75	2	-1
17	18	17	17	75	2	-1
18	19	18	18	75	2	-1
19	20	19	19	75	2	-1
20	21	20	20	75	2	-1
21	22	21	21	75	2	-1
22	23	22	22	75	2	-1
23	24	23	23	75	2	-1
24	25	24	24	75	2	-1
25	26	25	25	75	2	-1
26	27	26	26	75	2	-1
27	28	27	27	75	2	-1
28	29	28	28	75	2	-1
29	30	29	29	75	2	-1
30	31	30	30	75	2	-1
31	32	31	31	75	2	-1
32	33	32	32	75	2	-1
33	34	33	33	75	2	-1
34	35	34	34	75	2	-1
35	36	35	35	75	2	-1
36	37	36	36	75	2	-1
37	38	37	37	75	2	-1
38	39	38	38	75	2	-1
39	40	39	39	75	2	-1
40	41	40	40	75	2	-1
41	42	41	41	75	2	-1
42	43	42	42	75	2	-1
43	44	43	43	75	2	-1
44	45	44	44	75	2	-1
45	46	45	45	75	2	-1
46	47	46	46	75	2	-1
47	48	47	47	75	2	-1
48	49	48	48	75	2	-1
49	50	49	49	75	2	-1
50	51	50	50	75	2	-1
51	52	51	51	75	2	-1
52	53	52	52	75	2	-1
53	54	53	53	75	2	-1
54	55	54	54	75	2	-1
55	56	55	55	75	2	-1
56	57	56	56	75	2	-1
57	58	57	57	75	2	-1
58	59	58	58	75	2	-1
59	60	59	59	75	2	-1
60	61	60	60	75	2	-1
61	62	61	61	75	2	-1
62	63	62	62	75	2	-1
63	64	63	63	75	2	-1
64	65	64	64	75	2	-1
65	66	65	65	75	2	-1
66	67	66	66	75	2	-1
67	68	67	67	75	2	-1
68	69	68	68	75	2	-1
69	70	69	69	75	2	-1
70	71	70	70	75	2	-1
71	72	71	71	75	2	-1
72	73	72	72	75	2	-1
73	74	73	73	75	2	-1
74	75	74	74	75	2	-1
0	1	0	0	76	2	-1
1	2	1	1	76	2	-1
2	3	2	2	76	2	-1
3	4	3	3	76	2	-1
4	5	4	4	76	2	-1
5	6	5	5	76	2	-1
6	7	6	6	76	2	-1
7	8	7	7	76	2	-1
8	9	8	8	76	2	-1
9	10	9	9	76	2	-1
10	11	10	10	76	2	-1
11	12	11	11	76	2	-1
12	13	12	12	76	2	-1
13	14	13	13	76	2	-1
14	15	14	14	76	2	-1
15	16	15	15	76	2	-1
16	17	16	16	76	2	-1
17	18	17	17	76	2	-1
18	19	18	18	76	2	-1
19	20	19	19	76	2	-1
20	21	20	20	76	2	-1
21	22	21	21	76	2	-1
22	23	22	22	76	2	-1
23	24	23	23	76	2	-1
24	25	24	24	76	2	-1
25	26	25	25	76	2	-1
26	27	26	26	76	2	-1
27	28	27	27	76	2	-1
28	29	28	28	76	2	-1
29	30	29	29	76	2	-1
30	31	30	30	76	2	-1
31	32	31	31	76	2	-1
32	33	32	32	76	2	-1
33	34	33	33	76	2	-1
34	35	34	34	76	2	-1
35	36	35	35	76	2	-1
36	37	36	36	76	2	-1
37	38	37	37	76	2	-1
38	39	38	38	76	2	-1
39	40	39	39	76	2	-1
40	41	40	40	76	2	-1
41	42	41	41	76	2	-1
42	43	42	42	76	2	-1
43	44	43	43	76	2	-1
44	45	44	44	76	2	-1
45	46	45	45	76	2	-1
46	47	46	46	76	2	-1
47	48	47	47	76	2	-1
48	49	48	48	76	2	-1
49	50	49	49	76	2	-1
50	51	50	50	76	2	-1
51	52	51	51	76	2	-1
52	53	52	52	76	2	-1
53	54	53	53	76	2	-1
54	55	54	54	76	2	-1
55	56	55	55	76	2	-1
56	57	56	56	76	2	-1
57	58	57	57	76	2	-1
58	59	58	58	76	2	-1
59	60	59	59	76	2	-1
60	61	60	60	76	2	-1
61	62	61	61	76	2	-1
62	63	62	62	76	2	-1
63	64	63	63	76	2	-1
64	65	64	64	76	2	-1
65	66	65	65	76	2	-1
66	67	66	66	76	2	-1
67	68	67	67	76	2	-1
68	69	68	68	76	2	-1
69	70	69	69	76	2	-1
70	71	70	70	76	2	-1
71	72	71	71	76	2	-1
72	73	72	72	76	2	-1
73	74	73	73	76	2	-1
74	75	74	74	76	2	-1
75	76	75	75	76	2	-1
0	1	0	0	77	2	-1
1	2	1	1	77	2	-1
2	3	2	2	77	2	-1
3	4	3	3	77	2	-1
4	5	4	4	77	2	-1
5	6	5	5	77	2	-1
6	7	6	6	77	2	-1
7	8	7	7	77	2	-1
8	9	8	8	77	2	-1
9	10	9	9	77	2	-1
10	11	10	10	77	2	-1
11	12	11	11	77	2	-1
12	13	12	12	77	2	-1
13	14	13	13	77	2	-1
14	15	14	14	77	2	-1
15	16	15	15	77	2	-1
16	17	16	16	77	2	-1
17	18	17	17	77	2	-1
18	19	18	18	77	2	-1
19	20	19	19	77	2	-1
20	21	20	20	77	2	-1
21	22	21	21	77	2	-1
22	23	22	22	77	2	-1
23	24	23	23	77	2	-1
24	25	24	24	77	2	-1
25	26	25	25	77	2	-1
26	27	26	26	77	2	-1
27	28	27	27	77	2	-1
28	29	28	28	77	2	-1
29	30	29	29	77	2	-1
30	31	30	30	77	2	-1
31	32	31	31	77	2	-1
32	33	32	32	77	2	-1
33	34	33	33	77	2	-1
34	35	34	34	77	2	-1
35	36	35	35	77	2	-1
36	37	36	36	77	2	-1
37	38	37	37	77	2	-1
38	39	38	38	77	2	-1
39	40	39	39	77	2	-1
40	41	40	40	77	2	-1
41	42	41	41	77	2	-1
42	43	42	42	77	2	-1
43	44	43	43	77	2	-1
44	45	44	44	77	2	-1
45	46	45	45	77	2	-1
46	47	46	46	77	2	-1
47	48	47	47	77	2	-1
48	49	48	48	77	2	-1
49	50	49	49	77	2	-1
50	51	50	50	77	2	-1
51	52	51	51	77	2	-1
52	53	52	52	77	2	-1
53	54	53	53	77	2	-1
54	55	54	54	77	2	-1
55	56	55	55	77	2	-1
56	57	56	56	77	2	-1
57	58	57	57	77	2	-1
58	59	58	58	77	2	-1
59	60	59	59	77	2	-1
60	61	60	60	77	2	-1
61	62	61	61	77	2	-1
62	63	62	62	77	2	-1
63	64	63	63	77	2	-1
64	65	64	64	77	2	-1
65	66	65	65	77	2	-1
66	67	66	66	77	2	-1
67	68	67	67	77	2	-1
68	69	68	68	77	2	-1
69	70	69	69	77	2	-1
70	71	70	70	77	2	-1
71	72	71	71	77	2	-1
72	73	72	72	77	2	-1
73	74	73	73	77	2	-1
74	75	74	74	77	2	-1
75	76	75	75	77	2	-1
76	77	76	76	77	2	-1
0	1	0	0	78	2	-1
1	2	1	1	78	2	-1
2	3	2	2	78	2	-1
3	4	3	3	78	2	-1
4	5	4	4	78	2	-1
5	6	5	5	78	2	-1
6	7	6	6	78	2	-1
7	8	7	7	78	2	-1
8	9	8	8	78	2	-1
9	10	9	9	78	2	-1
10	11	10	10	78	2	-1
11	12	11	11	78	2	-1
12	13	12	12	78	2	-1
13	14	13	13	78	2	-1
14	15	14	14	78	2	-1
15	16	15	15	78	2	-1
16	17	16	16	78	2	-1
17	18	17	17	78	2	-1
18	19	18	18	78	2	-1
19	20	19	19	78	2	-1
20	21	20	20	78	2	-1
21	22	21	21	78	2	-1
22	23	22	22	78	2	-1
23	24	23	23	78	2	-1
24	25	24	24	78	2	-1
25	26	25	25	78	2	-1
26	27	26	26	78	2	-1
27	28	27	27	78	2	-1
28	29	28	28	78	2	-1
29	30	29	29	78	2	-1
30	31	30	30	78	2	-1
31	32	31	31	78	2	-1
32	33	32	32	78	2	-1
33	34	33	33	78	2	-1
34	35	34	34	78	2	-1
35	36	35	35	78	2	-1
36	37	36	36	78	2	-1
37	38	37	37	78	2	-1
38	39	38	38	78	2	-1
39	40	39	39	78	2	-1
40	41	40	40	78	2	-1
41	42	41	41	78	2	-1
42	43	42	42	78	2	-1
43	44	43	43	78	2	-1
44	45	44	44	78	2	-1
45	46	45	45	78	2	-1
46	47	46	46	78	2	-1
47	48	47	47	78	2	-1
48	49	48	48	78	2	-1
49	50	49	49	78	2	-1
50	51	50	50	78	2	-1
51	52	51	51	78	2	-1
52	53	52	52	78	2	-1
53	54	53	53	78	2	-1
54	55	54	54	78	2	-1
55	56	55	55	78	2	-1
56	57	56	56	78	2	-1
57	58	57	57	78	2	-1
58	59	58	58	78	2	-1
59	60	59	59	78	2	-1
60	61	60	60	78	2	-1
61	62	61	61	78	2	-1
62	63	62	62	78	2	-1
63	64	63	63	78	2	-1
64	65	64	64	78	2	-1
65	66	65	65	78	2	-1
66	67	66	66	78	2	-1
67	68	67	67	78	2	-1
68	69	68	68	78	2	-1
69	70	69	69	78	2	-1
70	71	70	70	78	2	-1
71	72	71	71	78	2	-1
72	73	72	72	78	2	-1
73	74	73	73	78	2	-1
74	75	74	74	78	2	-1
75	76	75	75	78	2	-1
76	77	76	76	78	2	-1
77	78	77	77	78	2	-1
0	1	0	0	79	2	-1
1	2	1	1	79	2	-1
2	3	2	2	79	2	-1
3	4	3	3	79	2	-1
4	5	4	4	79	2	-1
5	6	5	5	79	2	-1
6	7	6	6	79	2	-1
7	8	7	7	79	2	-1
8	9	8	8	79	2	-1
9	10	9	9	79	2	-1
10	11	10	10	79	2	-1
11	12	11	11	79	2	-1
12	13	12	12	79	2	-1
13	14	13	13	79	2	-1
14	15	14	14	79	2	-1
15	16	15	15	79	2	-1
16	17	16	16	79	2	-1
17	18	17	17	79	2	-1
18	19	18	18	79	2	-1
19	20	19	19	79	2	-1
20	21	20	20	79	2	-1
21	22	21	21	79	2	-1
22	23	22	22	79	2	-1
23	24	23	23	79	2	-1
24	25	24	24	79	2	-1
25	26	25	25	79	2	-1
26	27	26	26	79	2	-1
27	28	27	27	79	2	-1
28	29	28	28	79	2	-1
29	30	29	29	79	2	-1
30	31	30	30	79	2	-1
31	32	31	31	79	2	-1
32	33	32	32	79	2	-1
33	34	33	33	79	2	-1
34	35	34	34	79	2	-1
35	36	35	35	79	2	-1
36	37	36	36	79	2	-1
37	38	37	37	79	2	-1
38	39	38	38	79	2	-1
39	40	39	39	79	2	-1
40	41	40	40	79	2	-1
41	42	41	41	79	2	-1
42	43	42	42	79	2	-1
43	44	43	43	79	2	-1
44	45	44	44	79	2	-1
45	46	45	45	79	2	-1
46	47	46	46	79	2	-1
47	48	47	47	79	2	-1
48	49	48	48	79	2	-1
49	50	49	49	79	2	-1
50	51	50	50	79	2	-1
51	52	51	51	79	2	-1
52	53	52	52	79	2	-1
53	54	53	53	79	2	-1
54	55	54	54	79	2	-1
55	56	55	55	79	2	-1
56	57	56	56	79	2	-1
57	58	57	57	79	2	-1
58	59	58	58	79	2	-1
59	60	59	59	79	2	-1
60	61	60	60	79	2	-1
61	62	61	61	79	2	-1
62	63	62	62	79	2	-1
63	64	63	63	79	2	-1
64	65	64	64	79	2	-1
65	66	65	65	79	2	-1
66	67	66	66	79	2	-1
67	68	67	67	79	2	-1
68	69	68	68	79	2	-1
69	70	69	69	79	2	-1
70	71	70	70	79	2	-1
71	72	71	71	79	2	-1
72	73	72	72	79	2	-1
73	74	73	73	79	2	-1
74	75	74	74	79	2	-1
75	76	75	75	79	2	-1
76	77	76	76	79	2	-1
77	78	77	77	79	2	-1
78	79	78	78	79	2	-1
0	1	0	0	80	2	-1
1	2	1	1	80	2	-1
2	3	2	2	80	2	-1
3	4	3	3	80	2	-1
4	5	4	4	80	2	-1
5	6	5	5	80	2	-1
6	7	6	6	80	2	-1
7	8	7	7	80	2	-1
8	9	8	8	80	2	-1
9	10	9	9	80	2	-1
10	11	10	10	80	2	-1
11	12	11	11	80	2	-1
12	13	12	12	80	2	-1
13	14	13	13	80	2	-1
14	15	14	14	80	2	-1
15	16	15	15	80	2	-1
16	17	16	16	80	2	-1
17	18	17	17	80	2	-1
18	19	18	18	80	2	-1
19	20	19	19	80	2	-1
20	21	20	20	80	2	-1
21	22	21	21	80	2	-1
22	23	22	22	80	2	-1
23	24	23	23	80	2	-1
24	25	24	24	80	2	-1
25	26	25	25	80	2	-1
26	27	26	26	80	2	-1
27	28	27	27	80	2	-1
28	29	28	28	80	2	-1
29	30	29	29	80	2	-1
30	31	30	30	80	2	-1
31	32	31	31	80	2	-1
32	33	32	32	80	2	-1
33	34	33	33	80	2	-1
34	35	34	34	80	2	-1
35	36	35	35	80	2	-1
36	37	36	36	80	2	-1
37	38	37	37	80	2	-1
38	39	38	38	80	2	-1
39	40	39	39	80	2	-1
40	41	40	40	80	2	-1
41	42	41	41	80	2	-1
42	43	42	42	80	2	-1
43	44	43	43	80	2	-1
44	45	44	44	80	2	-1
45	46	45	45	80	2	-1
46	47	46	46	80	2	-1
47	48	47	47	80	2	-1
48	49	48	48	80	2	-1
49	50	49	49	80	2	-1
50	51	50	50	80	2	-1
51	52	51	51	80	2	-1
52	53	52	52	80	2	-1
53	54	53	53	80	2	-1
54	55	54	54	80	2	-1
55	56	55	55	80	2	-1
56	57	56	56	80	2	-1
57	58	57	57	80	2	-1
58	59	58	58	80	2	-1
59	60	59	59	80	2	-1
60	61	60	60	80	2	-1
61	62	61	61	80	2	-1
62	63	62	62	80	2	-1
63	64	63	63	80	2	-1
64	65	64	64	80	2	-1
65	66	65	65	80	2	-1
66	67	66	66	80	2	-1
67	68	67	67	80	2	-1
68	69	68	68	80	2	-1
69	70	69	69	80	2	-1
70	71	70	70	80	2	-1
71	72	71	71	80	2	-1
72	73	72	72	80	2	-1
73	74	73	73	80	2	-1
74	75	74	74	80	2	-1
75	76	75	75	80	2	-1
76	77	76	76	80	2	-1
77	78	77	77	80	2	-1
78	79	78	78	80	2	-1
79	80	79	79	80	2	-1
0	1	0	0	81	2	-1
1	2	1	1	81	2	-1
2	3	2	2	81	2	-1
3	4	3	3	81	2	-1
4	5	4	4	81	2	-1
5	6	5	5	81	2	-1
6	7	6	6	81	2	-1
7	8	7	7	81	2	-1
8	9	8	8	81	2	-1
9	10	9	9	81	2	-1
10	11	10	10	81	2	-1
11	12	11	11	81	2	-1
12	13	12	12	81	2	-1
13	14	13	13	81	2	-1
14	15	14	14	81	2	-1
15	16	15	15	81	2	-1
16	17	16	16	81	2	-1
17	18	17	17	81	2	-1
18	19	18	18	81	2	-1
19	20	19	19	81	2	-1
20	21	20	20	81	2	-1
21	22	21	21	81	2	-1
22	23	22	22	81	2	-1
23	24	23	23	81	2	-1
24	25	24	24	81	2	-1
25	26	25	25	81	2	-1
26	27	26	26	81	2	-1
27	28	27	27	81	2	-1
28	29	28	28	81	2	-1
29	30	29	29	81	2	-1
30	31	30	30	81	2	-1
31	32	31	31	81	2	-1
32	33	32	32	81	2	-1
33	34	33	33	81	2	-1
34	35	34	34	81	2	-1
35	36	35	35	81	2	-1
36	37	36	36	81	2	-1
37	38	37	37	81	2	-1
38	39	38	38	81	2	-1
39	40	39	39	81	2	-1
40	41	40	40	81	2	-1
41	42	41	41	81	2	-1
42	43	42	42	81	2	-1
43	44	43	43	81	2	-1
44	45	44	44	81	2	-1
45	46	45	45	81	2	-1
46	47	46	46	81	2	-1
47	48	47	47	81	2	-1
48	49	48	48	81	2	-1
49	50	49	49	81	2	-1
50	51	50	50	81	2	-1
51	52	51	51	81	2	-1
52	53	52	52	81	2	-1
53	54	53	53	81	2	-1
54	55	54	54	81	2	-1
55	56	55	55	81	2	-1
56	57	56	56	81	2	-1
57	58	57	57	81	2	-1
58	59	58	58	81	2	-1
59	60	59	59	81	2	-1
60	61	60	60	81	2	-1
61	62	61	61	81	2	-1
62	63	62	62	81	2	-1
63	64	63	63	81	2	-1
64	65	64	64	81	2	-1
65	66	65	65	81	2	-1
66	67	66	66	81	2	-1
67	68	67	67	81	2	-1
68	69	68	68	81	2	-1
69	70	69	69	81	2	-1
70	71	70	70	81	2	-1
71	72	71	71	81	2	-1
72	73	72	72	81	2	-1
73	74	73	73	81	2	-1
74	75	74	74	81	2	-1
75	76	75	75	81	2	-1
76	77	76	76	81	2	-1
77	78	77	77	81	2	-1
78	79	78	78	81	2	-1
79	80	79	79	81	2	-1
80	81	80	80	81	2	-1
0	1	0	0	82	2	-1
1	2	1	1	82	2	-1
2	3	2	2	82	2	-1
3	4	3	3	82	2	-1
4	5	4	4	82	2	-1
5	6	5	5	82	2	-1
6	7	6	6	82	2	-1
7	8	7	7	82	2	-1
8	9	8	8	82	2	-1
9	10	9	9	82	2	-1
10	11	10	10	82	2	-1
11	12	11	11	82	2	-1
12	13	12	12	82	2	-1
13	14	13	13	82	2	-1
14	15	14	14	82	2	-1
15	16	15	15	82	2	-1
16	17	16	16	82	2	-1
17	18	17	17	82	2	-1
18	19	18	18	82	2	-1
19	20	19	19	82	2	-1
20	21	20	20	82	2	-1
21	22	21	21	82	2	-1
22	23	22	22	82	2	-1
23	24	23	23	82	2	-1
24	25	24	24	82	2	-1
25	26	25	25	82	2	-1
26	27	26	26	82	2	-1
27	28	27	27	82	2	-1
28	29	28	28	82	2	-1
29	30	29	29	82	2	-1
30	31	30	30	82	2	-1
31	32	31	31	82	2	-1
32	33	32	32	82	2	-1
33	34	33	33	82	2	-1
34	35	34	34	82	2	-1
35	36	35	35	82	2	-1
36	37	36	36	82	2	-1
37	38	37	37	82	2	-1
38	39	38	38	82	2	-1
39	40	39	39	82	2	-1
40	41	40	40	82	2	-1
41	42	41	41	82	2	-1
42	43	42	42	82	2	-1
43	44	43	43	82	2	-1
44	45	44	44	82	2	-1
45	46	45	45	82	2	-1
46	47	46	46	82	2	-1
47	48	47	47	82	2	-1
48	49	48	48	82	2	-1
49	50	49	49	82	2	-1
50	51	50	50	82	2	-1
51	52	51	51	82	2	-1
52	53	52	52	82	2	-1
53	54	53	53	82	2	-1
54	55	54	54	82	2	-1
55	56	55	55	82	2	-1
56	57	56	56	82	2	-1
57	58	57	57	82	2	-1
58	59	58	58	82	2	-1
59	60	59	59	82	2	-1
60	61	60	60	82	2	-1
61	62	61	61	82	2	-1
62	63	62	62	82	2	-1
63	64	63	63	82	2	-1
64	65	64	64	82	2	-1
65	66	65	65	82	2	-1
66	67	66	66	82	2	-1
67	68	67	67	82	2	-1
68	69	68	68	82	2	-1
69	70	69	69	82	2	-1
70	71	70	70	82	2	-1
71	72	71	71	82	2	-1
72	73	72	72	82	2	-1
73	74	73	73	82	2	-1
74	75	74	74	82	2	-1
